date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2013-12-01,0,0,0,1,0,0,0,1,0,0,0,1
2013-12-02,0,0,0,1,0,0,0,1,0,0,0,1
2013-12-03,0,0,0,1,0,0,0,1,0,0,0,1
2013-12-04,0,0,0,1,0,0,0,1,0,0,0,1
2013-12-05,0,0,1,1,0,0,1,1,0,0,1,1
2013-12-06,0,0,1,1,0,0,1,1,0,0,1,1
2013-12-07,0,0,1,1,0,0,1,1,0,0,1,1
2013-12-08,0,0,1,1,0,0,1,1,0,0,1,1
2013-12-09,0,0,1,1,0,0,1,1,0,0,1,1
2013-12-10,0,0,1,1,0,0,1,1,0,0,1,1
2013-12-11,0,0,1,1,0,0,1,1,0,0,1,1
2013-12-12,1,1,1,1,1,1,1,1,1,1,1,1
2013-12-13,1,1,1,1,1,1,1,1,1,1,1,1
2013-12-14,0,1,1,1,0,1,1,1,0,1,1,1
2013-12-15,0,1,1,1,0,1,1,1,0,1,1,1
2013-12-16,0,1,1,1,0,1,1,1,0,1,1,1
2013-12-17,0,1,1,1,0,1,1,1,0,1,1,1
2013-12-18,0,1,1,1,0,1,1,1,0,1,1,1
2013-12-19,0,1,1,1,0,1,1,1,0,1,1,1
2013-12-20,0,1,1,1,0,1,1,1,0,1,1,1
2013-12-21,0,0,0,1,0,0,0,1,0,0,0,1
2013-12-22,0,0,0,1,0,0,0,1,0,0,0,1
2013-12-23,0,0,0,1,0,0,0,1,0,0,0,1
2013-12-24,0,0,0,1,0,0,0,1,0,0,0,1
2013-12-25,0,0,0,1,0,0,0,1,0,0,0,1
2013-12-26,0,0,0,1,0,0,0,1,0,0,0,1
2013-12-27,0,0,0,1,0,0,0,1,0,0,0,1
2013-12-28,0,0,0,1,0,0,0,1,0,0,0,1
2013-12-29,0,0,0,1,0,0,0,1,0,0,0,1
2013-12-30,0,0,0,1,0,0,0,1,0,0,0,1
2013-12-31,0,0,0,1,0,0,0,1,0,0,0,1
