date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2013-09-01,0,0,0,1,0,0,0,1,0,0,0,1
2013-09-02,0,0,0,1,0,0,0,1,0,0,0,1
2013-09-03,0,0,0,1,0,0,0,1,0,0,0,1
2013-09-04,0,0,0,1,0,0,0,1,0,0,0,1
2013-09-05,0,0,0,1,0,0,0,1,0,0,0,1
2013-09-06,0,0,0,1,0,0,0,1,0,0,0,1
2013-09-07,0,0,1,1,0,0,1,1,0,0,1,1
2013-09-08,0,0,1,1,0,0,1,1,0,0,1,1
2013-09-09,0,0,1,1,0,0,1,1,0,0,1,1
2013-09-10,0,0,1,1,0,0,1,1,0,0,1,1
2013-09-11,0,0,1,1,0,0,1,1,0,0,1,1
2013-09-12,0,0,1,1,0,0,1,1,0,0,1,1
2013-09-13,0,0,1,1,0,0,1,1,0,0,1,1
2013-09-14,1,1,1,1,1,1,1,1,1,1,1,1
2013-09-15,1,1,1,1,1,1,1,1,1,1,1,1
2013-09-16,0,1,1,1,0,1,1,1,0,1,1,1
2013-09-17,0,1,1,1,0,1,1,1,0,1,1,1
2013-09-18,0,1,1,1,0,1,1,1,0,1,1,1
2013-09-19,0,1,1,1,0,1,1,1,0,1,1,1
2013-09-20,0,1,1,1,0,1,1,1,0,1,1,1
2013-09-21,0,1,1,1,0,1,1,1,0,1,1,1
2013-09-22,0,1,1,1,0,1,1,1,0,1,1,1
2013-09-23,0,0,0,1,0,0,0,1,0,0,0,1
2013-09-24,0,0,0,1,0,0,0,1,0,0,0,1
2013-09-25,0,0,0,1,0,0,0,1,0,0,0,1
2013-09-26,0,0,0,1,0,0,0,1,0,0,0,1
2013-09-27,0,0,0,1,0,0,0,1,0,0,0,1
2013-09-28,0,0,0,1,0,0,0,1,0,0,0,1
2013-09-29,0,0,0,1,0,0,0,1,0,0,0,1
2013-09-30,0,0,0,1,0,0,0,1,0,0,0,1
