date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2018-06-01,0,0,1,1,0,0,1,1,0,0,1,1
2018-06-02,0,0,1,1,0,0,1,1,0,0,1,1
2018-06-03,0,0,1,1,0,0,1,1,0,0,1,1
2018-06-04,0,0,1,1,0,0,1,1,0,0,1,1
2018-06-05,0,0,1,1,0,0,1,1,0,0,1,1
2018-06-06,0,0,1,1,0,0,1,1,0,0,1,1
2018-06-07,0,0,1,1,0,0,1,1,0,0,1,1
2018-06-08,1,1,1,1,1,1,1,1,1,1,1,1
2018-06-09,1,1,1,1,1,1,1,1,1,1,1,1
2018-06-10,1,1,1,1,1,1,1,1,1,1,1,1
2018-06-11,0,1,1,1,0,1,1,1,0,1,1,1
2018-06-12,0,1,1,1,0,1,1,1,0,1,1,1
2018-06-13,1,1,1,1,1,1,1,1,1,1,1,1
2018-06-14,1,1,1,1,1,1,1,1,1,1,1,1
2018-06-15,1,1,1,1,1,1,1,1,1,1,1,1
2018-06-16,1,1,1,1,1,1,1,1,1,1,1,1
2018-06-17,1,1,1,1,1,1,1,1,1,1,1,1
2018-06-18,0,1,1,1,0,1,1,1,0,1,1,1
2018-06-19,0,1,1,1,0,1,1,1,0,1,1,1
2018-06-20,0,1,1,1,0,1,1,1,0,1,1,1
2018-06-21,0,1,1,1,0,1,1,1,0,1,1,1
2018-06-22,0,1,1,1,0,1,1,1,0,1,1,1
2018-06-23,0,1,1,1,0,1,1,1,0,1,1,1
2018-06-24,0,1,1,1,0,1,1,1,0,1,1,1
2018-06-25,0,0,0,1,0,0,0,1,0,0,0,1
2018-06-26,0,0,0,1,0,0,0,1,0,0,0,1
2018-06-27,0,0,0,1,0,0,0,1,0,0,0,1
2018-06-28,0,0,0,1,0,0,0,1,0,0,0,1
2018-06-29,0,0,0,1,0,0,0,1,0,0,0,1
2018-06-30,0,0,0,1,0,0,0,1,0,0,0,1
